conversation_id,slot0,slot1,slot2,slot3type,slot3
2159,Let's talk about fashion.,A lot of the clothes and accessories we buy are made by children in sweatshops.,"I wonder if their parents know where their children are, or if the even care.",Answer.Positive,"Of course they do, well some of them anyways! Can you imagine a life where you have to send your 4 year old to work just in order to survive? It's not easy, I can imagine but most parents will do what it takes for the family to survive."
2160,Let's talk about fashion.,A lot of the clothes and accessories we buy are made by children in sweatshops.,Perhaps we need to start a child labor union making sure they at least get a recess.,Answer.NonOpinion,"There aren't any labor unions that represent child laborers, as far as I know."
2160,Let's talk about fashion.,A lot of the clothes and accessories we buy are made by children in sweatshops.,Perhaps we need to start a child labor union making sure they at least get a recess.,Answer.JokeSarcastic,"If the sweatshop is in a place like China, maybe it's better for their health if the kids stay inside!"
2161,Let's talk about fashion.,Fashonista hipsters are just people in skinny jeans drinking Pabst beer.,Do you think that about all fashionista hipsters?  Male and female?,Answer.Negative,Can you actually tell the difference anymore? They all look the same to me with their long hair and tight pants.
2161,Let's talk about fashion.,Fashonista hipsters are just people in skinny jeans drinking Pabst beer.,Do you think that about all fashionista hipsters?  Male and female?,Answer.Positive,I think the hipster approach to fashion is actually a breathe of fresh air. They have a very unique outlook on style and what goes together.
2162,Let's talk about fashion.,Fashonista hipsters are just people in skinny jeans drinking Pabst beer.,Wow.  Sounds like you don't have a very high regard for people who are really into fashion.,Answer.NonOpinion,"I didn’t mean to give that impression, I don’t judge anyone, I’m just noting a tendancy."
2162,Let's talk about fashion.,Fashonista hipsters are just people in skinny jeans drinking Pabst beer.,Wow.  Sounds like you don't have a very high regard for people who are really into fashion.,Answer.JokeSarcastic,"No, I just Love hipsters in skinny jeans. And Pabst beer is totally the drink of choice for classy people."
2163,Let's talk about fashion.,Fashonista hipsters are just people in skinny jeans drinking Pabst beer.,So I'm not really into fashionista hipsters much either.  But what about that new kink of cargo shorts that Target is carrying?  Do you like those?,Answer.Negative,Are you saying I'm some kind of neckbeard who wears cargo shorts year-round?
2163,Let's talk about fashion.,Fashonista hipsters are just people in skinny jeans drinking Pabst beer.,So I'm not really into fashionista hipsters much either.  But what about that new kink of cargo shorts that Target is carrying?  Do you like those?,Answer.Positive,"Yeah, now that's the sort of clothing I like: comfortable, roomy and cheap."
2164,Let's talk about fashion.,Fashonista hipsters are just people in skinny jeans drinking Pabst beer.,What if the fashionista hipster was drinking Coors beer.  Would that make a difference?,Answer.NonOpinion,Pabst Blue Ribbon and Coors are both beers that are brewed in the United States.
2164,Let's talk about fashion.,Fashonista hipsters are just people in skinny jeans drinking Pabst beer.,What if the fashionista hipster was drinking Coors beer.  Would that make a difference?,Answer.JokeSarcastic,I'm sure they'd be hauled in front of Hipster Court for their failure to uphold the stereotype.
2169,Let's talk about fashion.,"I loved to follow trends when I was a teenager.  I paid $150 for a super fashionable outfit, with flare leg jeans and a funky printed shirt; when I came home from college, my mom pulled an almost identical outfit out from her trunk of clothes she wore.","I love how fashion cycles repeat.  It seems as if every 20 or 30 years, we're wearing what our parents wore.",Answer.Negative,"Being a college kid, I did NOT like that my mom and I could possibly match. I said: ""mom! We can't wear those on the same day."" She said: ""but you know that I can still fit in these!"" How embarrassing."
2169,Let's talk about fashion.,"I loved to follow trends when I was a teenager.  I paid $150 for a super fashionable outfit, with flare leg jeans and a funky printed shirt; when I came home from college, my mom pulled an almost identical outfit out from her trunk of clothes she wore.","I love how fashion cycles repeat.  It seems as if every 20 or 30 years, we're wearing what our parents wore.",Answer.Positive,I know! We both giggled. It's fun to be able to connect with my mom over something like fashion.
2170,Let's talk about fashion.,"I loved to follow trends when I was a teenager.  I paid $150 for a super fashionable outfit, with flare leg jeans and a funky printed shirt; when I came home from college, my mom pulled an almost identical outfit out from her trunk of clothes she wore.",Your mom sounds super stylish.  And you are following in her foot steps.  You can go shopping in her closet.,Answer.NonOpinion,It would save me some money that way. Do you think fashion will cycle back to the things our parents wore like many are predicting?
2170,Let's talk about fashion.,"I loved to follow trends when I was a teenager.  I paid $150 for a super fashionable outfit, with flare leg jeans and a funky printed shirt; when I came home from college, my mom pulled an almost identical outfit out from her trunk of clothes she wore.",Your mom sounds super stylish.  And you are following in her foot steps.  You can go shopping in her closet.,Answer.JokeSarcastic,"Right? Who wants to look like their mom? I know I don't. Mind you, if it saved me some money I guess I could give it a try."
2171,Let's talk about fashion.,"I loved to follow trends when I was a teenager.  I paid $150 for a super fashionable outfit, with flare leg jeans and a funky printed shirt; when I came home from college, my mom pulled an almost identical outfit out from her trunk of clothes she wore.",And where are those clothes now?  I hope you are saving them for your children in the future.  They'll love it.,Answer.Negative,"You think so? By the time I have kids, I bet those clothes will be totally out of fashion."
2171,Let's talk about fashion.,"I loved to follow trends when I was a teenager.  I paid $150 for a super fashionable outfit, with flare leg jeans and a funky printed shirt; when I came home from college, my mom pulled an almost identical outfit out from her trunk of clothes she wore.",And where are those clothes now?  I hope you are saving them for your children in the future.  They'll love it.,Answer.Positive,You're right. Maybe it'll help them understand that I was a teenager once too!
2172,Let's talk about fashion.,"I loved to follow trends when I was a teenager.  I paid $150 for a super fashionable outfit, with flare leg jeans and a funky printed shirt; when I came home from college, my mom pulled an almost identical outfit out from her trunk of clothes she wore.","I don't know if it was a good look then, or a good look now.  But you could pull it off.",Answer.NonOpinion,Was there any fashion trends you were really into at some point in the past?
2172,Let's talk about fashion.,"I loved to follow trends when I was a teenager.  I paid $150 for a super fashionable outfit, with flare leg jeans and a funky printed shirt; when I came home from college, my mom pulled an almost identical outfit out from her trunk of clothes she wore.","I don't know if it was a good look then, or a good look now.  But you could pull it off.",Answer.JokeSarcastic,You're right.  I can pretty much make any fashion trend look good!  I tried so hard to be cooler than my mom that I ended up doing exactly what she did!
2173,Let's talk about fashion.,Fashion keeps changing because the designers need to convince people they need to buy the latest looks so the designers can keep charging outrageous amounts for them,"Oh, I completely know exactly what you're talking about.  All of this 'evolving' of fashion at ridiculous prices is beyond annoying. The designers are always shoving some B lister down our throats in hopes that we'll feel bad enough about ourselves that we'll just go pay anything to 'look' better.",Answer.Negative,"Fashion is completely unethical too, and even the supposedly ethical brands end up being totally corrupt or exploitative. If they aren't abusing animals, then they're abusing laborers. Sometimes they abuse both at the same time."
2173,Let's talk about fashion.,Fashion keeps changing because the designers need to convince people they need to buy the latest looks so the designers can keep charging outrageous amounts for them,"Oh, I completely know exactly what you're talking about.  All of this 'evolving' of fashion at ridiculous prices is beyond annoying. The designers are always shoving some B lister down our throats in hopes that we'll feel bad enough about ourselves that we'll just go pay anything to 'look' better.",Answer.Positive,"I do think fashion is a neat way to communicate self-expression, and some designs are really creative and impressive."
2174,Let's talk about fashion.,Fashion keeps changing because the designers need to convince people they need to buy the latest looks so the designers can keep charging outrageous amounts for them,"I just feel so bad for some of these people out there that are made to feel bad about themselves simply because they can't afford the newest Coach hobo bag.  Or that some poor people actually will spend their entire tax refund checks on the newest fashion & most expensive shoes instead of taking care of needs.  No one in the fashion industry, especially the designers, even cares.  Otherwise their clothing wouldn't cost $200 for a pair of jeans.",Answer.NonOpinion,"It's all about making more money and making it big in the world, isn't it?"
2174,Let's talk about fashion.,Fashion keeps changing because the designers need to convince people they need to buy the latest looks so the designers can keep charging outrageous amounts for them,"I just feel so bad for some of these people out there that are made to feel bad about themselves simply because they can't afford the newest Coach hobo bag.  Or that some poor people actually will spend their entire tax refund checks on the newest fashion & most expensive shoes instead of taking care of needs.  No one in the fashion industry, especially the designers, even cares.  Otherwise their clothing wouldn't cost $200 for a pair of jeans.",Answer.JokeSarcastic,$200 for a pair of jeans? That's all? I usually find money like that between my couch cushions. Only kidding.
2175,Let's talk about fashion.,Fashion keeps changing because the designers need to convince people they need to buy the latest looks so the designers can keep charging outrageous amounts for them,"What I really love about fashion is the underground designers.  Those actual artists that make high quality, beautiful items, that a normal person could afford.  You can usually find gorgeous outfits at the smaller boutiques.  I really prefer to shop at those quaint local establishments.",Answer.Negative,I'm not really interested in paying some hipster twice what I'd pay in a real store because they used organic buttons.
2175,Let's talk about fashion.,Fashion keeps changing because the designers need to convince people they need to buy the latest looks so the designers can keep charging outrageous amounts for them,"What I really love about fashion is the underground designers.  Those actual artists that make high quality, beautiful items, that a normal person could afford.  You can usually find gorgeous outfits at the smaller boutiques.  I really prefer to shop at those quaint local establishments.",Answer.Positive,"Yeah, that's cool! It's like you're wearing a piece of art, and one that was made just for you."
2176,Let's talk about fashion.,Fashion keeps changing because the designers need to convince people they need to buy the latest looks so the designers can keep charging outrageous amounts for them,"Although, how on EARTH would all of these C list, reality show 'models' possibly be able to make a living if they didn't have designers fawning all over them to 'oh please wear this $599 rag skirt'?!?!  It's truly a disgusting age that we live in these days!",Answer.JokeSarcastic,"Yeah, dude, like, if you really check out all these massive ad campaigns, it's mostly just crap. You know what CRAP stands for? All things people like us can't afford, heh."
2177,Let's talk about fashion.,You know the old joke about fashion.  If you don't like this season's designs wait about 15 minutes and you will have something new to waste your money on,"Yea, seems like these companies put out something new just about every other day. We find ways to buy the stuff too so I can't really complain.",Answer.Negative,Everything is so overpriced though.  The entire fashion industry is just a major scam and everyone wastes so much money trying to follow trends.
2177,Let's talk about fashion.,You know the old joke about fashion.  If you don't like this season's designs wait about 15 minutes and you will have something new to waste your money on,"Yea, seems like these companies put out something new just about every other day. We find ways to buy the stuff too so I can't really complain.",Answer.Positive,"Yeah, its so easy to find all sorts of deals online for the latest fashions!  I shop online for my clothes and accessories all the time!"
2178,Let's talk about fashion.,You know the old joke about fashion.  If you don't like this season's designs wait about 15 minutes and you will have something new to waste your money on,"Yea, people will really buy anything these days. It's a shame that people are so willing to waste so much money.",Answer.NonOpinion,People are increasingly moving from buying clothes in stories to buying them online.
2178,Let's talk about fashion.,You know the old joke about fashion.  If you don't like this season's designs wait about 15 minutes and you will have something new to waste your money on,"Yea, people will really buy anything these days. It's a shame that people are so willing to waste so much money.",Answer.JokeSarcastic,"Don't worry, after the nuclear apocalypse we'll all be dressed like extras from Mad Max."
2179,Let's talk about fashion.,You know the old joke about fashion.  If you don't like this season's designs wait about 15 minutes and you will have something new to waste your money on,I like to shop in a way that gets me in and out of stores. I usually do not like to stay long.,Answer.Negative,"Yeah, I know what you mean. I don't being around all those fat, smelly people. Like, ew. I wish I was rich. Then I might actually enjoy it. As it stands, shopping sucks."
2180,Let's talk about fashion.,You know the old joke about fashion.  If you don't like this season's designs wait about 15 minutes and you will have something new to waste your money on,"Yea, I prefer to wait about 20 minutes usually. I feel like thats when the deals come out.",Answer.NonOpinion,Clearance stores like Nordstrom Rack often offer deals on clothing from the previous fashion season.
2180,Let's talk about fashion.,You know the old joke about fashion.  If you don't like this season's designs wait about 15 minutes and you will have something new to waste your money on,"Yea, I prefer to wait about 20 minutes usually. I feel like thats when the deals come out.",Answer.JokeSarcastic,"Yeah, sure, I guess. I mean, if you're going to be buying outdated and no longer fashionable clothes then you're probably entitled to a discount!"
2181,Let's talk about fashion.,I don't pay much attention to the latest fashion trends,"I didn't use to, but I got sucked into it when I started watching Project Runway.",Answer.Negative,How can you watch that stuff? It is so superficial and degrading! The models often look like they are starving. What kind of message are we showing the upcoming generation?
2181,Let's talk about fashion.,I don't pay much attention to the latest fashion trends,"I didn't use to, but I got sucked into it when I started watching Project Runway.",Answer.Positive,Is there anything interesting you can tell me about the upcoming fashion season?
2182,Let's talk about fashion.,I don't pay much attention to the latest fashion trends,"I don't really follow the trends, I like the classics. If something looks good it looks good, it doesn't matter what some magazine says.",Answer.NonOpinion,"Fashion trends are constantly changing, but sometimes older styles come back into fashion."
2182,Let's talk about fashion.,I don't pay much attention to the latest fashion trends,"I don't really follow the trends, I like the classics. If something looks good it looks good, it doesn't matter what some magazine says.",Answer.JokeSarcastic,Doesn't that just mean you like what the magazines were saying 40 years ago?
2183,Let's talk about fashion.,I don't pay much attention to the latest fashion trends,"Well, a trend I am following is a lot of the garment industry moving overseas. It makes me uncomfortable thinking about so many people working in sweatshops.",Answer.Negative,I don't know about that.  I think the media really blows that out of proportion and makes it seem like a bigger deal than it is.
2183,Let's talk about fashion.,I don't pay much attention to the latest fashion trends,"Well, a trend I am following is a lot of the garment industry moving overseas. It makes me uncomfortable thinking about so many people working in sweatshops.",Answer.Positive,"I agree.  I try to only buy clothes that are made in the USA, but they can be hard to find."
2184,Let's talk about fashion.,I don't pay much attention to the latest fashion trends,"I don't follow the trends, the trends follow me. I'm basically a style icon.",Answer.NonOpinion,"I used to care more about fashion trends, but I lost interest in them--but I'd love to hear more about what you like."
2184,Let's talk about fashion.,I don't pay much attention to the latest fashion trends,"I don't follow the trends, the trends follow me. I'm basically a style icon.",Answer.JokeSarcastic,Oh yeah? You better watch out or the trends might catch you! Haha. Get it?
2185,Let's talk about fashion.,The runway shows in new york and milan and paris are merely excuses for the designers to market their goods so they can make millions,"That's true, but they don't pretend to be anything else, they're just showing off their goods like anyone else.",Answer.Negative,"Who would wear this stuff?   For what some of these outfits cost, you could send your child to college!"
2185,Let's talk about fashion.,The runway shows in new york and milan and paris are merely excuses for the designers to market their goods so they can make millions,"That's true, but they don't pretend to be anything else, they're just showing off their goods like anyone else.",Answer.Positive,They have such pretty designs though.   I like to see what the new and upcoming fashion trends are.
2186,Let's talk about fashion.,The runway shows in new york and milan and paris are merely excuses for the designers to market their goods so they can make millions,"It's true that it's a marketing event, but I'm not sure it's that straightforward. Wouldn't they show off more practical garments that people would actually buy if that's really all that was going on?",Answer.NonOpinion,The clothes shown at runway shows is usually haute couture that isn't meant to be sold in stores.
2186,Let's talk about fashion.,The runway shows in new york and milan and paris are merely excuses for the designers to market their goods so they can make millions,"It's true that it's a marketing event, but I'm not sure it's that straightforward. Wouldn't they show off more practical garments that people would actually buy if that's really all that was going on?",Answer.JokeSarcastic,The clothes they're showing off are for rich suckers with more money than fashion sense.
2187,Let's talk about fashion.,The runway shows in new york and milan and paris are merely excuses for the designers to market their goods so they can make millions,"That may be the motivation, but regardless of why they do it it's amazing to see the end result of such talent and artistry.",Answer.Negative,Most of what fashion designers make looks like something they thought up after doing too much dope.
2187,Let's talk about fashion.,The runway shows in new york and milan and paris are merely excuses for the designers to market their goods so they can make millions,"That may be the motivation, but regardless of why they do it it's amazing to see the end result of such talent and artistry.",Answer.Positive,It's true. I'm always amazed at the different styles they're able to come up with.
2188,Let's talk about fashion.,The runway shows in new york and milan and paris are merely excuses for the designers to market their goods so they can make millions,"Wait a minute, are you saying that all these years I've been donating money to fashion shows I shouldn't have been taking the charitable deduction on my taxes?",Answer.NonOpinion,You'd better check with the IRS to see if fashion show expenses can be written off.
2188,Let's talk about fashion.,The runway shows in new york and milan and paris are merely excuses for the designers to market their goods so they can make millions,"Wait a minute, are you saying that all these years I've been donating money to fashion shows I shouldn't have been taking the charitable deduction on my taxes?",Answer.JokeSarcastic,You'd better lawyer up because the IRS is going to find you and make you pay it all back!
2189,Let's talk about fashion.,Fashions change very often.,"Yes, they do.  I think designers are trying to get people to buy whole new wardrobes every season.",Answer.Negative,Never mind every season. some are trying to have the public buy a new wardrobe every week! Can you imagine the waste that is being produced from this?
2189,Let's talk about fashion.,Fashions change very often.,"Yes, they do.  I think designers are trying to get people to buy whole new wardrobes every season.",Answer.Positive,I like that the fashion scene is changing constantly. It gives me something to look forward to in the upcoming season.
2190,Let's talk about fashion.,Fashions change very often.,"They do change very often.  It can be hard to keep up, both with the time and financial investment it takes.",Answer.NonOpinion,I have noticed that fashion magazines try to anticipate the next season's trends. What magazines do you like to read?
2190,Let's talk about fashion.,Fashions change very often.,"They do change very often.  It can be hard to keep up, both with the time and financial investment it takes.",Answer.JokeSarcastic,Right?! I feel like I'd have to break into my childhood piggy bank to afford even the latest sock trends!
2191,Let's talk about fashion.,Fashions change very often.,"I know, but there are somethings that I would consider to be timeless.  Like certain brands, watches, jewelry and the simple T shirt and jeans.",Answer.Negative,Style is timeless but t-shirts and jeans? Name me one pair of timeless jeans.
2191,Let's talk about fashion.,Fashions change very often.,"I know, but there are somethings that I would consider to be timeless.  Like certain brands, watches, jewelry and the simple T shirt and jeans.",Answer.Positive,"Well, I think the MK brand is going to be timeless. I plan to hand my watch down to my kids."
2192,Let's talk about fashion.,Fashions change very often.,Unfortunately my wallet doesn't allow me to keep up with all the changes.  I guess I'm out of style.,Answer.NonOpinion,There are a lot of different designers that make clothes for woman. Some of them have been making them for years.
2192,Let's talk about fashion.,Fashions change very often.,Unfortunately my wallet doesn't allow me to keep up with all the changes.  I guess I'm out of style.,Answer.JokeSarcastic,I think it's funny when designers make expensive clothes that look terrible. I would not be caught dead in them.
2193,Let's talk about fashion.,Anything's better than wearing a potato sack!,"It's interesting that back in the day, people used to wear food sacks as clothing.  Some manufacturers even made labels peel off so that people could use the sack fabric for clothing.",Answer.Negative,I could NEVER imagine a life like that. I am so thankful we live in a time where things are civilized.
2193,Let's talk about fashion.,Anything's better than wearing a potato sack!,"It's interesting that back in the day, people used to wear food sacks as clothing.  Some manufacturers even made labels peel off so that people could use the sack fabric for clothing.",Answer.Positive,It is a great concept don't you think? Can you imagine how much waste could be reduced if more of us were multi purposing our items?
2194,Let's talk about fashion.,Anything's better than wearing a potato sack!,"Yes, potato sacks don't look good on anyone.  Clothing is clothing, but it is not expensive or difficult to make a little extra effort to look good.",Answer.NonOpinion,"I own a lot of clothes, but for some reason I seem to wear the same outfits over and over."
2194,Let's talk about fashion.,Anything's better than wearing a potato sack!,"Yes, potato sacks don't look good on anyone.  Clothing is clothing, but it is not expensive or difficult to make a little extra effort to look good.",Answer.JokeSarcastic,"And besides that, I'm sick of having to eat all those potatoes every time I need a new blouse!"
2195,Let's talk about fashion.,Anything's better than wearing a potato sack!,"People dress so sloppily these days, you may not notice a difference.  I think some people don't look in the mirror before heading out.",Answer.Negative,I wasn't aware that you considered yourself so knowledgeable about fashion.
2195,Let's talk about fashion.,Anything's better than wearing a potato sack!,"People dress so sloppily these days, you may not notice a difference.  I think some people don't look in the mirror before heading out.",Answer.Positive,"You've got that right! People really should pay more attention to what they wear, because it's more important now than ever."
2196,Let's talk about fashion.,Anything's better than wearing a potato sack!,I think that is where some of the designers get their ideas!  They go into grocery stores and pick up lumps of vegetables to see how they will look on the average person.,Answer.NonOpinion,There were some very interesting outfits on the Victorias Secret fashion show the other night!  How do they walk with those wings?
2196,Let's talk about fashion.,Anything's better than wearing a potato sack!,I think that is where some of the designers get their ideas!  They go into grocery stores and pick up lumps of vegetables to see how they will look on the average person.,Answer.JokeSarcastic,Hey I'd rather wear lumps of vegetables than Lady Gagas meat outfit from a few years back!
2197,Let's talk about fashion.,I think that high fashion is impractical. I prefer clothes that are more wearable and comfy over what looks artistic.,I really like just throwing on a pair of sweatpants and a t shirt and hanging around the house. It's cheaper and it feels good.,Answer.Negative,I hope you at least stay in your house with that kind of outfit. That's not a good look at all.
2197,Let's talk about fashion.,I think that high fashion is impractical. I prefer clothes that are more wearable and comfy over what looks artistic.,I really like just throwing on a pair of sweatpants and a t shirt and hanging around the house. It's cheaper and it feels good.,Answer.Positive,"Me too. I like wearing my husband's t-shirts around the house. I save all my uncomfortable, fashionable clothes for special occasions."
2198,Let's talk about fashion.,I think that high fashion is impractical. I prefer clothes that are more wearable and comfy over what looks artistic.,"Oh man, I completely agree. I even wear it outside of the house. All I care about is comfort, I'm not spending 50 dollars for  a t shirt.",Answer.NonOpinion,"Some tee shirts by high-fashion designers, or using expensive materials, can cost $100 or more."
2198,Let's talk about fashion.,I think that high fashion is impractical. I prefer clothes that are more wearable and comfy over what looks artistic.,"Oh man, I completely agree. I even wear it outside of the house. All I care about is comfort, I'm not spending 50 dollars for  a t shirt.",Answer.JokeSarcastic,"If that sleeveless tee from the Dollar Store is good enough for me, it should be good enough for my inlaws!"
2199,Let's talk about fashion.,I think that high fashion is impractical. I prefer clothes that are more wearable and comfy over what looks artistic.,You know it. Don't you wish that your job was more of a casual office? I hate formal wear as well.,Answer.Negative,"Honestly, I'd hate to see what some of my coworkers would come in wearing. Sweatpants probably!"
2199,Let's talk about fashion.,I think that high fashion is impractical. I prefer clothes that are more wearable and comfy over what looks artistic.,You know it. Don't you wish that your job was more of a casual office? I hate formal wear as well.,Answer.Positive,You're right. I think we'd get a lot more done if we were dressed more comfortably.
2200,Let's talk about fashion.,I think that high fashion is impractical. I prefer clothes that are more wearable and comfy over what looks artistic.,I'm sure the ladies at the grocery store absolutely love the sweatpants and stained white t shirt combo too.,Answer.NonOpinion,Why is fashion something that matters so much to people? Does it really make a difference?
2200,Let's talk about fashion.,I think that high fashion is impractical. I prefer clothes that are more wearable and comfy over what looks artistic.,I'm sure the ladies at the grocery store absolutely love the sweatpants and stained white t shirt combo too.,Answer.JokeSarcastic,I'm sure people would love it if I showed up looking like a homeless person to work
2201,Let's talk about fashion.,I remember when I was in middle school and fuzzy 'carpet' shirts were in style. No one would be caught dead in those today.,Two thirds of the school wore them everyday and it was a trend but like every other trend it died.,Answer.Positive,"I think the fact that trends come and go is, like, this really cool aspect of the universe. If you think about it, the universe is kind of, like, the ultimate selector of fashion. Just look at evolution. You got freaking platypuses, all the way to weird-ass creatures in the deep sea. People are kind of---how do I put it---a facet of the universe itself. They select stuff and then over time it changes into something else. Am I getting too deep here?"
2202,Let's talk about fashion.,I remember when I was in middle school and fuzzy 'carpet' shirts were in style. No one would be caught dead in those today.,Those shirts bring back good memories when we were kids and maybe someone would wear them today to feel good.,Answer.NonOpinion,"I remember that too. Good times. Do you miss the good old days? Sorry, I'm getting off topic, ha-ha. Fashion. What about fashion?"
2203,Let's talk about fashion.,I remember when I was in middle school and fuzzy 'carpet' shirts were in style. No one would be caught dead in those today.,What about high school? What was the trend then and what did you think about it?,Answer.Negative,"Do you remember 'scene' style? Because I wish I didn't. And no, you can't see any pictures."
2203,Let's talk about fashion.,I remember when I was in middle school and fuzzy 'carpet' shirts were in style. No one would be caught dead in those today.,What about high school? What was the trend then and what did you think about it?,Answer.Positive,"When I was in high school, everyone dressed really casually. Just jeans and tee shirts usually."
2204,Let's talk about fashion.,I remember when I was in middle school and fuzzy 'carpet' shirts were in style. No one would be caught dead in those today.,"Yeah, it's a good thing today that people don't wear things that they're going to regret in the future.",Answer.NonOpinion,Bell bottom jeans were all the rage back in the sixties when I was just a kid.
2204,Let's talk about fashion.,I remember when I was in middle school and fuzzy 'carpet' shirts were in style. No one would be caught dead in those today.,"Yeah, it's a good thing today that people don't wear things that they're going to regret in the future.",Answer.JokeSarcastic,I bet some kids today think that bell bottoms are actually the lower part of a bell.
2205,Let's talk about entertainment.,the entertainment news programs are like p.r. machines for hollywood,"Yea, they are amazing at promoting Hollywood. I am impressed by the way that they promote the stars.",Answer.Negative,Of course they promote the stars. I bet they get calls from agents to let them know what stories they should be telling.
2205,Let's talk about entertainment.,the entertainment news programs are like p.r. machines for hollywood,"Yea, they are amazing at promoting Hollywood. I am impressed by the way that they promote the stars.",Answer.Positive,Yeah. That's how I know what's going on. How else would I know who's breaking up or what movies are coming out or anything?  I gotta know what's going on with my favorite celebs.
2206,Let's talk about entertainment.,the entertainment news programs are like p.r. machines for hollywood,"Yea, I agree. They are pretty cool. They really do a great job of making us privy to all of the latest news.",Answer.NonOpinion,"Those kinds of shows are on the TV all of the time, so its easy to see them."
2206,Let's talk about entertainment.,the entertainment news programs are like p.r. machines for hollywood,"Yea, I agree. They are pretty cool. They really do a great job of making us privy to all of the latest news.",Answer.JokeSarcastic,"I suppose ""news"" is one way of describing the kind of gossip they talk about on those shows."
2207,Let's talk about entertainment.,the entertainment news programs are like p.r. machines for hollywood,I wanna go to Holllywood someday. I would love to see Disneyland. That seems like a fun place.,Answer.Negative,"Disneyland is pedophile central. I wouldn't go there, and I wouldn't recommend anyone else go there either."
2207,Let's talk about entertainment.,the entertainment news programs are like p.r. machines for hollywood,I wanna go to Holllywood someday. I would love to see Disneyland. That seems like a fun place.,Answer.Positive,"Disneyland isn't in Hollywood, but they're both really exciting places to visit. You should definitely go!"
2208,Let's talk about entertainment.,the entertainment news programs are like p.r. machines for hollywood,"Yea, they sure promote the wrong information and for that I thank them. They are great at them.",Answer.NonOpinion,I try not to get too involved with the entertainment news programs and rarely watch them.
2208,Let's talk about entertainment.,the entertainment news programs are like p.r. machines for hollywood,"Yea, they sure promote the wrong information and for that I thank them. They are great at them.",Answer.JokeSarcastic,Yes because it is such a great thing for the news channels to be promoting wrong information as fact to the public.
2209,Let's talk about entertainment.,The movie they were promoting is supposed to be a comedy but the clips they showed looked silly and the 'stars' seemed embarrassed like they only did the movie for the money,"I know, there are  some movies that are like that. I think they make them just thinking some suckers will want to go see them.",Answer.Negative,I hate that about the entertainment industry! I wish that it was driven by something other than just money. How do you think we could change the entertainment culture?
2209,Let's talk about entertainment.,The movie they were promoting is supposed to be a comedy but the clips they showed looked silly and the 'stars' seemed embarrassed like they only did the movie for the money,"I know, there are  some movies that are like that. I think they make them just thinking some suckers will want to go see them.",Answer.Positive,"Even though the clips look silly, sometimes those movies are the most fun. I love when I can laugh along with the actors. It feels like I'm somehow in on the joke."
2210,Let's talk about entertainment.,The movie they were promoting is supposed to be a comedy but the clips they showed looked silly and the 'stars' seemed embarrassed like they only did the movie for the money,On the other hand maybe they just take the jobs during the slow times.,Answer.NonOpinion,"Could be. I always like to give a movie a chance and not judge based on the previews, how about you?"
2210,Let's talk about entertainment.,The movie they were promoting is supposed to be a comedy but the clips they showed looked silly and the 'stars' seemed embarrassed like they only did the movie for the money,On the other hand maybe they just take the jobs during the slow times.,Answer.JokeSarcastic,Next thing you know they will be trying to pass off university lectures as comedy films and the whole industry will fall apart.
2211,Let's talk about entertainment.,The movie they were promoting is supposed to be a comedy but the clips they showed looked silly and the 'stars' seemed embarrassed like they only did the movie for the money,How about we go to the movies next weekend?,Answer.Negative,"Movies are too expensive, between the cost of the tickets and the outrageous concession prices.  Let's do something else instead."
2211,Let's talk about entertainment.,The movie they were promoting is supposed to be a comedy but the clips they showed looked silly and the 'stars' seemed embarrassed like they only did the movie for the money,How about we go to the movies next weekend?,Answer.Positive,OK.  I'm sure we can find something entertaining to see.  There are a lot of new movies coming out at this time of year.
2212,Let's talk about entertainment.,The movie they were promoting is supposed to be a comedy but the clips they showed looked silly and the 'stars' seemed embarrassed like they only did the movie for the money,I could do a better job at making a movie.,Answer.NonOpinion,I have not seem any of the promotions and cannot say that I have an opinion on the matter.
2212,Let's talk about entertainment.,The movie they were promoting is supposed to be a comedy but the clips they showed looked silly and the 'stars' seemed embarrassed like they only did the movie for the money,I could do a better job at making a movie.,Answer.JokeSarcastic,Oh I am sure you could. You are just the best movie director I have ever seen.
